Gmt time,Open,High,Low,Close,Volume
06.06.2017 00:00:00.000,0.71290,0.72049,0.71258,0.71783,57096.3984
07.06.2017 00:00:00.000,0.71784,0.72061,0.71692,0.71875,57102.8594
08.06.2017 00:00:00.000,0.71871,0.72226,0.71871,0.71964,66559.9766
09.06.2017 00:00:00.000,0.71964,0.72202,0.71898,0.72099,47736.3789
11.06.2017 00:00:00.000,0.72019,0.72121,0.71996,0.72067,3464.1799
12.06.2017 00:00:00.000,0.72069,0.72129,0.71704,0.72045,58586.4883
13.06.2017 00:00:00.000,0.72044,0.72272,0.71985,0.72050,44203.4492
14.06.2017 00:00:00.000,0.72049,0.73189,0.72049,0.72450,81710.0313
15.06.2017 00:00:00.000,0.72451,0.72625,0.71853,0.72025,76217.9531
16.06.2017 00:00:00.000,0.72023,0.72587,0.72009,0.72466,51716.3906
18.06.2017 00:00:00.000,0.72465,0.72640,0.72465,0.72628,3624.3401
19.06.2017 00:00:00.000,0.72628,0.72982,0.72198,0.72247,53612.6289
20.06.2017 00:00:00.000,0.72244,0.72672,0.72195,0.72369,48415.1016
21.06.2017 00:00:00.000,0.72365,0.72743,0.71963,0.72464,52857.4883
22.06.2017 00:00:00.000,0.72464,0.72737,0.72439,0.72621,44632.8008
23.06.2017 00:00:00.000,0.72620,0.72963,0.72492,0.72798,41920.1914
25.06.2017 00:00:00.000,0.72803,0.72842,0.72760,0.72836,3166
26.06.2017 00:00:00.000,0.72835,0.73103,0.72616,0.72825,54321.7305
27.06.2017 00:00:00.000,0.72822,0.73436,0.72587,0.72650,63484.8789
28.06.2017 00:00:00.000,0.72648,0.73139,0.72535,0.73024,72990.75
29.06.2017 00:00:00.000,0.73023,0.73318,0.72754,0.73094,67256.0781
30.06.2017 00:00:00.000,0.73093,0.73460,0.73067,0.73258,65949.1094
02.07.2017 00:00:00.000,0.73281,0.73451,0.73225,0.73329,5103.5098
03.07.2017 00:00:00.000,0.73329,0.73385,0.72725,0.72881,59712.3086
04.07.2017 00:00:00.000,0.72881,0.72990,0.72619,0.72898,66383.3281
05.07.2017 00:00:00.000,0.72898,0.72965,0.72545,0.72807,62369.25
